date,meantemp,humidity,wind_speed,meanpressure
4/25/16,31.75,22.8125,6.95,1005.5625
4/26/16,33.4375,25.1875,3.83125,1007.1875
4/27/16,33.125,29.0625,4.98125,1005.6875
4/28/16,34.15384615,21.76923077,11.82307692,1004.692308
4/29/16,34.07142857,23.28571429,9.123076923,1005.714286
4/30/16,33.0625,25.5625,5.2125,1004.8125
5/1/16,34.6875,23.375,8.575,1002.4375
5/2/16,38,18.46666667,9.513333333,1002.2
5/3/16,35.5,30.375,6.49375,1004.3125
5/4/16,33.71428571,31.85714286,10.46428571,1003.785714
5/5/16,30.6,42,11.24666667,1007.466667
5/6/16,31.4375,37.4375,8.225,1007
5/7/16,33.3125,37.1875,4.65,1005.5625
5/8/16,35.13333333,36.33333333,7.293333333,1005.933333
5/9/16,33.53333333,40.6,18.425,1006.0625
5/10/16,34,39.75,10.55625,1006.5625
5/11/16,32.5,49.9375,7.775,1006.0625
5/12/16,35.375,40,5.1,1002.25
5/13/16,37.29411765,28.11764706,8.070588235,1001.352941
5/14/16,36.5625,31.875,4.16875,1003.125
5/15/16,37.25,29.5,4.75,1003.5625
5/16/16,37.21428571,23.5,9.02,1000.8
5/17/16,37.5,25.8125,9.6125,998.9375
5/18/16,37.75,27.625,8.45,997.8125
5/19/16,37.375,40.5,9.3875,998.625
5/20/16,37.4,44.2,8.413333333,996.9333333
5/21/16,36.13333333,45.4,10.87333333,995.9333333
5/22/16,36.8,44.8,6.553333333,996.4666667
5/23/16,32.21428571,47.92857143,14.95,999.5714286
5/24/16,31.52631579,53.52631579,8.494736842,1000.736842
5/25/16,33.2173913,46.60869565,10.16086957,997.4782609
5/26/16,35.26923077,44.57692308,15.17692308,999.1538462
5/27/16,38.27272727,26.09090909,15.31818182,999.9545455
5/28/16,36.0625,37.25,14.40555556,999.8333333
5/29/16,31.5,57.0625,11.68125,1001.25
5/30/16,26.8125,74.8125,9.4875,1003.8125
5/31/16,32.64285714,51.21428571,7.407142857,1002.307692
6/1/16,36,42.2,9.133333333,1002.733333
6/2/16,37.5625,35.3125,11.93125,1002
6/3/16,37.5625,40.6875,2.78125,1002.25
6/4/16,38.2,42.06666667,3.206666667,1001.866667
6/5/16,36.16666667,51.75,8.5,1002.833333
6/6/16,35.42857143,45.71428571,11,1001.571429
6/7/16,34.625,59.1875,21.30625,1002.0625
6/8/16,36.07142857,44.64285714,8.485714286,999.2142857
6/9/16,35.73333333,43.73333333,9.26,938.0666667
6/10/16,36.13333333,41.86666667,10.08125,998.25
6/11/16,33.4375,49.9375,8.8125,999
6/12/16,35.5,37.125,9.1625,998.8125
6/13/16,36,43.3125,12.85,998.1875
6/14/16,32.625,55.125,11.86,997.8125
6/15/16,34.73333333,48.86666667,10.51333333,996.1333333
6/16/16,33.5,51.28571429,11.39285714,999
6/17/16,34.1875,52.25,7.425,999.4285714
6/18/16,35.85714286,50.57142857,10.85714286,1000.857143
6/19/16,35.625,53.25,9.3875,1001.375
6/20/16,30.9375,73.9375,7.64375,1000.6875
6/21/16,32.875,62.1875,8.91875,999.9375
6/22/16,33.125,60.8125,7.41875,1001.5625
6/23/16,33.84615385,51.61538462,5.875,999.6923077
6/24/16,36.4375,46.5625,7.7625,998.3125
6/25/16,35.42857143,55.92857143,9.664285714,1000.071429
6/26/16,34.86666667,57.46666667,7.66,1000.375
6/27/16,34.3125,61.25,7.99375,998.8666667
6/28/16,30.78571429,75.07142857,5.435714286,1001.5
6/29/16,35.375,58.875,8.45,1001.1875
6/30/16,35.46666667,60.2,6.793333333,997.8666667
7/1/16,32.125,73.4,8.35,1002.5625
7/2/16,28.4,80,5.23125,998.375
7/3/16,29.5625,78.125,1.96875,998.25
7/4/16,30.6875,76.3125,3.48125,997.125
7/5/16,33.25,68.6875,5.3375,995.5625
7/6/16,33.26666667,64.06666667,8.878571429,996.8666667
7/7/16,33.5,63,5.91875,997.6875
7/8/16,30.8,75.86666667,5.433333333,997.4
7/9/16,33.25,66.0625,6.73125,996.75
7/10/16,32.5625,65.6875,4.7,996.0625
7/11/16,31.5,71.9375,8.046666667,997.75
7/12/16,30.5,80.1875,5.5625,999.0625
7/13/16,31.25,76.3125,6.806666667,998.4375
7/14/16,30.4375,80.4375,5.21875,998.375
7/15/16,31,78.0625,7.271428571,998.625
7/16/16,27.125,93.875,4.371428571,999.875
7/17/16,28.125,86.5625,6.6,1001.333333
7/18/16,27.66666667,91.26666667,7.653333333,1000.8
7/19/16,32.3125,69.125,13.65625,999.875
7/20/16,34.1875,59.5625,12.9625,999.625
7/21/16,34.13333333,56.86666667,11.48,999.2666667
7/22/16,34.125,56.125,8.6875,999.3333333
7/23/16,31.875,66,7.76875,1001.625
7/24/16,31.4375,72.25,2.43125,946.3125
7/25/16,31.9375,69.125,2.9125,1001.875
7/26/16,30.3125,82,6.485714286,1003.125
7/27/16,28.3125,88.25,4.29375,1004.625
7/28/16,29.53333333,81.33333333,5.186666667,1002.066667
7/29/16,27.375,92.4375,2.43125,1000.9375
7/30/16,27.33333333,92.26666667,1.86,1001.2
7/31/16,29.26666667,83.13333333,4.7,1000.666667
8/1/16,29.125,84.25,5.9125,999.125
8/2/16,30.6875,72.125,6.375,310.4375
8/3/16,32.5625,63.5625,5.45,998.5
8/4/16,33.11111111,63.88888889,7.927777778,998.7777778
8/5/16,33.8,61.66666667,4.32,999.3333333
8/6/16,30.06666667,76,6.926666667,1000.8
8/7/16,33.11764706,65.17647059,7.852941176,1000.529412
8/8/16,33.80952381,62.38095238,9.440909091,999.6363636
8/9/16,31.61538462,71.65384615,9.55,998.5
8/10/16,32,71.25925926,10.15925926,999.3703704
8/11/16,28.10714286,89.46428571,7.821428571,1001.607143
8/12/16,29.03571429,85,3.848148148,1002.285714
8/13/16,30.32142857,77.07142857,3.22962963,1001.071429
8/14/16,28.93333333,83.7,6.37,633.9
8/15/16,31.67857143,67.64285714,12.725,999.2857143
8/16/16,31.33333333,66.41666667,14.66666667,-3.041666667
8/17/16,29.92857143,72.5,6.325,999.5185185
8/18/16,29.88888889,79.81481481,1.722222222,999.9230769
8/19/16,32.07142857,68.28571429,1.917857143,999.8928571
8/20/16,33.18518519,66.48148148,10.36666667,1000.16
8/21/16,31.59259259,68.07407407,10.02222222,1001.192308
8/22/16,32.18518519,65.55555556,8.237037037,1002.888889
8/23/16,31.48,70.08,6.084,1003.24
8/24/16,30.17857143,79.28571429,8.419230769,1002.5
8/25/16,31.52,72.44,6.276923077,1004.423077
8/26/16,31.22222222,73.81481481,4.392592593,1005.222222
8/27/16,31.78571429,70.28571429,7.15,1006.142857
8/28/16,33.4,66.24,7.272,1006.2
8/29/16,29.57142857,82.32142857,5.825,1003.607143
8/30/16,30.04,76.8,8.903846154,1002.192308
8/31/16,27.25925926,89.55555556,6.72962963,1003.037037
9/1/16,27.96,87.24,4.148,1002.44
9/2/16,30.73913043,71.73913043,13.20434783,1001.272727
9/3/16,30.89473684,62.68421053,13.26315789,1001.157895
9/4/16,31.69230769,59.30769231,11.12307692,1002.923077
9/5/16,31.07692308,60.30769231,13.96153846,1003.230769
9/6/16,30.375,55,13.4375,1003.75
9/7/16,31.1,57.7,9.1,1003.454545
9/8/16,31.91666667,58,10.80833333,1005.166667
9/9/16,30.55555556,56.66666667,11.52222222,1004.333333
9/10/16,31.23076923,58.23076923,11.96923077,1005.230769
9/11/16,31,56.4,8.15,1003.8
9/12/16,31.64285714,55.5,10.85,1005.071429
9/13/16,32.53333333,57.06666667,8.526666667,1006.4
9/14/16,30.85714286,70.35714286,4.235714286,1006.928571
9/15/16,31.72727273,59.63636364,11.9,1004.75
9/16/16,31.4,58,3.52,1004.4
9/17/16,32.30769231,58,2.707692308,1003.153846
9/18/16,32.25,58.83333333,17.90833333,1005
9/19/16,32.375,59.45833333,2.0875,1004.708333
9/20/16,33.44444444,54.07407407,2.569230769,1003.518519
9/21/16,33.36,58.96,6.092,1005.4
9/22/16,30.03703704,67.62962963,8.107407407,1008.777778
9/23/16,31,66.10714286,3.571428571,1005.321429
9/24/16,31.24,66.48,5.496153846,1352.615385
9/25/16,31.13043478,62.30434783,3.147826087,1004.782609
9/26/16,31.48,60.88,2.986956522,1006.76
9/27/16,32.18518519,57.81481481,1.780769231,1006.703704
9/28/16,32.44,55.28,2.52,1005.28
9/29/16,32.22727273,61.31818182,3.963636364,1005.590909
9/30/16,32.21428571,59.35714286,2.582142857,1005.571429
10/1/16,32.54166667,61.91666667,3.170833333,1007.5
10/2/16,32.81481481,61.81481481,4.122222222,1009.111111
10/3/16,33.26923077,59.57692308,3.992592593,1007.185185
10/4/16,30.55555556,69.81481481,5.77037037,1005.37037
10/5/16,28.83333333,71.875,3.325,1005.25
10/6/16,30.7037037,64.81481481,3.233333333,1007.148148
10/7/16,30.96,59.96,15.825,1007.2
10/8/16,30.6,57.96,8.761538462,1006.846154
10/9/16,30.92,59.2,3.184,1005.96
10/10/16,29.77777778,51.11111111,4.807407407,1006.148148
10/11/16,29.66666667,51.14814815,8.922222222,1006.592593
10/12/16,29.57142857,47.28571429,11.37142857,1006.25
10/13/16,29.96296296,44,13.02222222,1008.333333
10/14/16,29.75,47.875,8.934782609,1009.125
10/15/16,27.74074074,54.14814815,6.662962963,1010.518519
10/16/16,28.42857143,49.85714286,7.014285714,1011.857143
10/17/16,28.6,49.24,7.116,1010.56
10/18/16,28.5,48.45833333,7.668181818,1009.458333
10/19/16,28.92592593,49.18518519,6.459259259,1008.555556
10/20/16,29.07692308,47.73076923,9.124,1007.538462
10/21/16,28.40909091,50.40909091,10.69545455,1008.727273
10/22/16,29.33333333,49.48148148,13.32307692,1009.37037
10/23/16,27.5,54.96153846,11.54615385,1009.307692
10/24/16,28.5,51.42307692,11.18846154,1008.269231
10/25/16,28.04,54.56,12.38846154,1008.923077
10/26/16,27.57692308,56.19230769,5.7,1011.730769
10/27/16,26.55555556,59.37037037,6.044444444,1014.62963
10/28/16,25.51851852,58.77777778,7.277777778,1012.407407
10/29/16,25.81481481,62.77777778,1.714814815,1013
10/30/16,24.82608696,71.04347826,2.013043478,1014.608696
10/31/16,24.53846154,66.80769231,1.642307692,1017.807692
11/1/16,24.38461538,58.73076923,2.715384615,1016.384615
11/2/16,23.72727273,65.90909091,1.431818182,1016.590909
11/3/16,25.64,59.76,2.232,1016.24
11/4/16,24.81481481,58.2962963,4.122222222,1012.62963
11/5/16,23.11538462,66.57692308,5.784615385,1010.346154
11/6/16,22.92592593,63.85185185,2.411111111,1011.518519
11/7/16,24.54545455,51.31818182,8.172727273,1012.772727
11/8/16,23.73076923,52.26923077,12.75,1013.64
11/9/16,23,49.7037037,7.074074074,1014.666667
11/10/16,23.51851852,50.14814815,3.225925926,1013.814815
11/11/16,23.92,54.04,2.968,1014.08
11/12/16,23.53846154,58.03846154,2.784615385,1015.153846
11/13/16,24.2962963,55.81481481,4.4,1016.518519
11/14/16,23.34615385,60.73076923,1.496153846,1015.730769
11/15/16,22.24,55.72,4.088,1016.24
11/16/16,21.76923077,53.23076923,7.138461538,1017.538462
11/17/16,21.73076923,51.73076923,11.55,1350.296296
11/18/16,21.73076923,53.61538462,7.78,1014.692308
11/19/16,20.66666667,60.66666667,2.84,1012.466667
11/20/16,22.25,59.9,2.505,1013.35
11/21/16,21.53846154,60.46153846,2.715384615,1013
11/22/16,22.57894737,50.15789474,8,1012.894737
11/23/16,22.82608696,51.43478261,6.604347826,1013.173913
11/24/16,21.42105263,51.47368421,8.289473684,1014.947368
11/25/16,23.6,30.55,15.085,1012.95
11/26/16,24.29411765,32.64705882,14.49411765,1013.25
11/27/16,23.63636364,33.63636364,12.45909091,1013.590909
11/28/16,22.45454545,37.31818182,9.185714286,12.04545455
11/29/16,21.61111111,53.72222222,1.238888889,1015
11/30/16,19.86956522,80.08695652,4.269565217,1016.608696
12/1/16,19.75,84,2.704166667,1016.875
12/2/16,19.20833333,75.875,4.945833333,1017.75
12/3/16,21.20833333,52.16666667,5.866666667,1019.333333
12/4/16,18.9,55.25,5.666666667,1019.7
12/5/16,18.63636364,56.59090909,4.952380952,1017.045455
12/6/16,18.53846154,69.92307692,2.503846154,1017.961538
